Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"Executive Engineer,L.I.Division, Boudh",Internal,"Estimator, L.I. Division, Boudh, Assistant Accountant, L.I. Division, Boudh",Satya Narayan Rana,25-Dec-2025 03:50 PM,techsummary_554835.pdf (337.50 KB),1,3149614,BINOD SAHU,28-Oct-2025 09:38 AM,Rejected-AOC,Reject,25-Dec-2025 04:29 PM,25-Dec-2025,"INR 13,185,647",120.0,Satya Narayan Rana,25-Dec-2025 04:29 PM,Package12.pdf (1169.00 KB),Awarded,Finance,Fifteen nos of bidders have participated,Satya Narayan Rana,07-Nov-2025 10:47 AM,,BOQ Comparative Chart,1.0,3148280.0,M/S DILIP KUMAR SAHOO,INR,"11,174,277.17",Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Boudh,2025_OLIC_119006_12,OLIC-BOUDH-15/2025-26/4243 DT-26.09.2025,"INSTALLATION AND ENERGISATION OF MAHIBAHAL-I, MAJHIPADA(B)-I, MALAPADA(R)-I AND MALAPADA-IV LIFT IRRIGATION PROJECT UNDER KANTAMAL BLOCK IN BOUDH DISTRICT UNDER BKVY-RIDF","Executive Engineer,L.I.Division, Boudh",Internal,"Estimator, L.I. Division, Boudh, Assistant Accountant, L.I. Division, Boudh",Satya Narayan Rana,25-Dec-2025 04:26 PM,finsummary_554835.pdf (419.47 KB),AOC,14-Oct-2025 11:00 AM,29-Oct-2025 11:00 AM,14-Oct-2025 11:00 AM,28-Oct-2025 05:00 PM,14-Oct-2025 11:00 AM ,24-Oct-2025 05:00 PM ,14-Oct-2025 11:00 AM,28-Oct-2025 05:00 PM,"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,"INSTALLATION AND ENERGISATION OF MAHIBAHAL-I, MAJHIPADA(B)-I, MALAPADA(R)-I AND MALAPADA-IV LIFT IRRIGATION PROJECT UNDER KANTAMAL BLOCK IN BOUDH DISTRICT UNDER BKVY-RIDF","INSTALLATION AND ENERGISATION OF MAHIBAHAL-I, MAJHIPADA(B)-I, MALAPADA(R)-I AND MALAPADA-IV LIFT IRRIGATION PROJECT UNDER KANTAMAL BLOCK IN BOUDH DISTRICT UNDER BKVY-RIDF",PLEASE REFER TENDER DOCUMENT DTCN ,NA ,"1,31,44,662",Civil Works - Lift Irrigation Schemes,RIVER LIFT ,Tender,365.0,120.0,BOUDH,762014.0,NA ,NA ,NA ,"OFFICE OF E.E. LIFT IRRIGATION DIVISION, BOUDH",No ,No,"1,31,447",Yes,fixed,,Nil,Nil,EXECUTIVE ENGINEER,"OFFICE OF E.E. LIFT IRRIGATION DIVISION, MASTER LANE, BOUDH-762014",1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD, PAN, GST AND OTHER DOCUMENTS AS PER DTCN",Orissa Lift Irrigation Corporation||LI Southern Circle Berhampur||LI Division Boudh,OLIC-BOUDH-15/2025-26/4243 DT-26.09.2025,2025_OLIC_119006_12,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,3149203,DEBADATTA KHAMARI,27-Oct-2025 09:32 PM,Rejected-AOC,Reject,25-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,3,3150647,KUBER CONSTRUCTION CO,28-Oct-2025 01:09 AM,Rejected-AOC,Reject,25-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3152037,MODERN WINDING AND ELECTRICALS,25-Oct-2025 05:57 PM,Rejected-AOC,Reject,25-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3148280,M/S DILIP KUMAR SAHOO,27-Oct-2025 07:09 PM,Accepted-AOC,Accept,25-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3140598,"M/S SHIVANI INFRASTRUCTURE AND SUPPLIERS, PROP. YASH AGRAWAL",23-Oct-2025 07:53 AM,Rejected-AOC,Reject,25-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3147914,MS Shree Shyam and Co,25-Oct-2025 11:43 PM,Rejected-AOC,Reject,25-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3162707,Ms Swosti Powercon,28-Oct-2025 12:12 PM,Rejected-AOC,Reject,25-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3161503,Pinaki Mishra,27-Oct-2025 09:53 PM,Rejected-AOC,Reject,25-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3161668,ROHIT KUMAR TRIVEDI,27-Oct-2025 11:01 PM,Rejected-AOC,Reject,25-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,3150780,SANTOSINI KHATUA,27-Oct-2025 08:13 PM,Rejected-AOC,Reject,25-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,3140140,SARAT CHANDRA MAHAPATRA,28-Oct-2025 01:02 PM,Rejected-AOC,Reject,25-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,3134537,SHREE SHYAM INFRASTRUCTURE,18-Oct-2025 02:23 PM,Rejected-AOC,Reject,25-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,14,3162282,SUBHASHREE SWAIN,28-Oct-2025 10:58 AM,Rejected-AOC,Reject,25-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,15,3149771,Tapas Kumar Sahoo,26-Oct-2025 12:27 PM,Rejected-AOC,Reject,25-Dec-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
